score	review
-4	We visited with our 2 children (13 and 8) on a family trip to London.  On entering we were taken downstairs to a small, dark area of the restaurant even though there was plenty of room upstairs in natural daylight! The menu was disappointing and the food when it arrived was mediocre at best. At the risk of sounding old, the music was loud and we seemed to be seated in an area where the staff gathered to chat! We sat in silence while we ate, unable to hear each other speak anyway! We did visit on a Monday (Monday Madness) during a promotion where there is up to 50% off the menu prices which did represent good value for some dishes. My husbands chicken salad was greasy and my vegi-burger could have been bought from Iceland! On a positive note, our children did enjoy their meals but we wouldn't consider visiting again and certainly would not recommend the experience! Try somewhere else in Covent Garden!
-4	 We booked (days in advance) for 10 people on Sunday 9th September. I had been told wonderful things about the pizzas at this restaurant so I was really looking forward to the meal.  We were allocated a waitress whom spoke/understood very little English.... I didn't realise this initially. I had asked CLEARLY if they would do me a starter size portion of their goat's cheese salad, the waitress went and asked the kitchen and agreed this would be fine. I also ordered a pizza for my main.   When the starters came out the salad was huge.. I asked the waitress if this was definitely a 'starter portion' with which she confirmed again that it was. Still not convinced I mentioned this to the (arrogant) manager as he was helping the waitress. He very rudely said it wasn't a starter and grabbed the dish back from under my nose, asking me to order Something else. He also accused me of not making myself clear enough to the waitress.   About 8 starters arrived but 2 of the party had to chase their food repeatedly. when they finally arrived one of the dishes was incorrect.. Again! And with this came yet another RUDE accusation from the waitress that he &quot;didn't order the tomato garlic bread, just a garlic bread&quot;.   With this the waitress and the manager avoided our table leaving it in a mess, but luckily another waitress noticed and politely cleared up where her awful colleagues had left off.   The pizzas seemed to take forever to arrive, I think we all just wanted to get out of there.... The food was good but sadly the manager (swanning around) and that incompetent waitress really let down the kitchen!  With the bill came a hefty service charge... We of course asked (politely) of they would remove this. Again the rude waitress remarked (like a stroppy teenager) &quot;we don't get the money anyway&quot;.... Once again unnecessary attitude.  Literally the worst restaurant I have ever been to... Absolutely no customer service, why these people are in hospitality I do not know! But they have lost 10 customers who will be sure to tell everyone they meet what a poor restaurant this is.  Zero Dregrees head office you need to micro manage this branch! 
-4	 I took my family for a meal to the chestnut tree on Saturday lunchtime on walking in the pub it smelt very badley of cigarette smoke I was very shocked by this as it's meant to be a smoke free inviroment ???. I have a small child with a chest condition which is affected by smoke. I asked one of the waiting staff why this was she replyed they smoke in the pub before opening and after close so the smell could be from that !!! How bad is this I will not be using this pub again and will also be telling other people about the expereance I had. 
-4	 Went here on a Friday night for a little drink before town with a friend and really wish I never first of all had to wait at least 20 minutes at the bar whilst the bar lady served everyone else before us even people who came after us, she poured out drinks that we asked for and slammed them down on the bar in front of us and without looking at me snapped at my friend 'does she have ID!' So I replied yes I do and got it out before I could even hand it over it was snatched out of my hand and then thrown back onto the wet beer soaked bar, I certainly will not be coming back in a hurry after the way she spoke to me with such a disgusting attitude and the awful looks I received every two seconds- so disappointed I used to love popping into the high field aswell 
-4	 I rang a few weeks ago to book a table for lunch and was told by the chap on the phone I wouldn't need to book for lunch as they always have tables free (not a promising start) I turned up today to find decorations for paddys day in the windows and a sign saying theyre closed for refurbishment (?) nobody seems to be answering the phone- very disappointing to drive all the way out from chester for nothing. 
-4	 I visited friends in Lichfield and they mentioned we could go to their local gatsropub. From their previous experiences I was really looking forward to our visit to the restaurant and even booked a table to avoid dissappointment. The service was awful incompetent and slow, I asked a few questions about the menu items and the staff knew little. The food was a mixture one dining partner had acceptable starter and main being deep fried brie starter and fish and chips. Another friend had an adequate squid starter (but was overpriced at £7) and ribs as a main. I had the scallop, black pudding and bacon starter it was £7 and about £3 overpriced given it was so tiny, I accept this starter is never going to be large but it was so tiny I thought it was a joke. We waited over 20 minutes between starter and main which was poor as the restaurant was quiet and my steak claimed to be a 10z rump. It was more 7oz but I could not be bothered to complain. The steak was awful it was overcooked and tough but the chips and mushrrom were very good, hoorah. Apparently the restaurant has changed hands and obviously for the worse maybe there are teething problems, but after spending £100 for four I will not be taking my chances 
-4	 I had a burger, and the bacon was rock solid it almost made me choke. The staff seemed harassed and pressured, i expected as it was an american diner to be relaxed but he seemed uptight and not genuinely friendly 
-4	 Sagar used to be brilliant. Good food, good delivery times. But... The last 2 times we've ordered from them they've estimated around 1 hr delivery, but last time it took 2.5 hrs and tonight it never arrived! We rang twice to chase it up after 2 hrs and were told: its on its way. Then : its definitely on its way, ring us if it doesn't arrive in 15 mins. Then they rang us and a very rude girl said they had sat outside our house for 15 minutes and we didn't answer!! They said we had a white door - wrong. So they got the wrong address maybe, but didn't phone us on the number they had at the time. Maybe they have changed hands, we will be avoiding them from now on. We have had to order a v late curry now from somewhere else as Sagar wasted our time. Why did they lie?? I'm so hungry! 
-4	Disgusting food not fit for human consumption. Dirty glasses. Dirty tables. Dirty cutlery. Dirty bathrooms.
-4	 Over priced. Dreadful service. Tiny portions. . No welcome. Cramped. Very disappointed. Can not recommend. Will never return. 
-4	 This was the second visit to the establishment and let's just say we r never going back! Wait to be seated, garlic bread in middle and looked anaemic, dry burger, non existent cheese on burger! Waitress sorted garlic bread! Yes refund was given but still unacceptable food! Thought we would go there instead of our normal establishment! Better the devil you know in future...... 
-4	Popped in the the kids for an old favourite. Has gone massively down hill and as expensive as posh fish chip restaurant in Hull. Batter was heavy and chips soggy. Will not go back again. Dissatisfie, anti-climax and disappointed.
-4	We wanted a bite to eat pre-theatre so left an hour and a half before the show started to have some food.  I'd looked before for a suitable restaurant but on Sundays it appears Wolverhampton town centre shuts! There seemed some nice Italian restaurants but none that were open, so we left it to luck to find something else.  Walking around for 15 minutes with no such luck, we saw a Nandos. I've never been in one but my son was keen to try. We were offered a table quick enough and sat to make our choice. I then went to queue, which took over 20 minutes....when I was very nearly about to give up, I reached the till only to be told the wait for food was 30 minutes!! I asked was it really 30 minutes, or would it be longer as we had a show to get to, and was told perhaps nearer to 40 minutes.   HOW FRUSTRATING, to queue this long only to then be told that there was an additional wait time. Why they couldn't tell people who had joined the back of the queue there was a long delay (an hour in total) I think was very poor customer service. ...we left pronto and could only find a Subway that just about fit the bill.  Disappointed with Wolverhampton ghost town eateries and very disappointed at this Nandos experience.
-4	sadly after being recommended Serendipidity by the local vicar in my area, both myself and my grandchild walked away utterly disappointed. Although the quality of food was very good, the staff, or should I say one particular member of staffl let the place down. I have since found out to my horror that it was the manager. I shall not be returning to Serendipidy unless they get a new manager that is, as i believe she really does let the place down. Perhaps I got her on a bad day, there really is no excuse however for bad manners.
-4	 We arrive at 8 with a group of 13! The starter arrived at 9pm and the music start at around 10pm... well if you can call it music. They did not give us a rest between courses and the music was rubbished. The foods was Ok but for the money you pay to go out the staff should make sure you have a good time. All of us was complaining how bad the night was so I took a stand and talk to the DJ to play some dancing music. He was so rude and said that i need to tell him as he has 30,000 collection of music. Throughout the night there were no encouragement from the staff or DJ to make sure customers had a good time. By 11pm some of the other customers left and we left at 11.30pm. I did complaint to the waiter that we did not have a good time and this was our night out. He said that they had a lot of cancellation today but on saturday usually is busy. I told him it is not our fault that other customers cancelled and it appears we have been punished for it. To charge £25 plus service charge and then to top it all get told off by the DJ!!! We did dance in the end and the DJ can see that we were trying to have a good time but the next song was so slow as if he wants all of us to leave the dance floor. I will complaint further as I have never experience a night out like this. TBH they can see no one had a good time but they still charge their service charge!! unbelievable! I think it is just about making money, selling as much alcohol as they can on the night! Perhaps this place is wonderful when all the tables are filled with customers but the staff should make sure that the customers that did not cancel enjoyed themselves. At the end of the day if you want your customers to return you should make sure they leave happy!. To top it all I had bad stomach all night... not sure if it is the food. 
-4	 We strolled by and thought the outside seating would be a nice place for lunch. What a mistake. We waited an awfully long time for our order to be taken and then another 25 minutes for our lunch to arrive. It wasn't even busy. I ordered the goats cheese and fig bruschetta and my husband ordered the Vietnamese Salad. His salad had 1 small piece of chicken for £12 and my bruschetta was so hard, I couldn't even cut it with a knife. We told the waitress we were not happy with the salad but she kept on walking and said she would be back. She never did come back. I finally went inside and told her we were leaving. Never going back. 
-4	Visited this establishment on a Saturday lunchtime .Well I have not had such bad customer service for a long time where to start oh yes on arrival we perused the menu purely light snacks and decided to order so made my way to the order till and was told no food till midday I looked at my watch it was 11.55 so duly asked can I pre order and we will wait to which the answer was No!.The chef will not allow it okay i thought it's five minutes I will try again at midday .So midday came in returned to the order point to be told someone will be with you in a moment which didn't happen until she returned so I went to order when I was told no food until 12.15.My patience was leaving me fast to which I said that's not what you told me a few minutes ago chef was not ready apparently. Honestly it's a cafe you serve food get your act together get your staff some customer service training they are rude .Also over heard a woman complaining about a hair in her mushrooms to which the same woman said where is your receipt we will give you a refund but can't give you a replacement meal chef said it seems to me your chef and I say that in the loosest terms is ruling the roost.Please if you value your sanity don't eat here.
-4	 Went out to lunch with a few girl friends - very disappointed the service was very slow at the bar, food took too long to arrive (friend had to go back to work as her lunch hour had ended). The burger I ordered was so over cooked and dry it could of been made from gandi's flip flop lol not good - pretty poor overall 
-4	 We ordered a burger and Fish and Chips in the pub. The burger was good, especially for the price, but the Fish and Chips were a nightmare. Not only did we have to wait for them for ages, but when we got it, it seemed that the Fish had spend the whole time we waited for it in hot fat. The fish was dark brown up to black on the outside and beyond dry on the inside. In addition it tasted like the fat it was fried in hadn't been changed for weeks. When we talked to the waitress about the problem, she offered a replacement. After waiting for 30 min for this replacement, we were about to leave and told the waitress so, at which point she miracously managed to give us a fish which seemed to have been kept under a warm lamp for quite some time. In total we waited for 60 minutes for our food and the second portion of Fish and Chips was still really bad. Not to recommend at all. 
-4	 I have eaten here once before which was an ok experience, this time it was shocking, the wait is a joke for basic pub food which in my mind is a little overpriced. The waiter had little clue of what he was doing ,no check back and whoever cooks the steaks needs to go on a refresh training course. we sent one meal back and by the time we received a replacement everyone else had finished. Great views from the window of the pond but that was the only positive, oh and wear a coat otherwise you may get hypothermia. 
-4	 Went here this evening, was stood at the bar waiting to be served and the barman serves the person directly behind me. When I challenged him as to why he did this we said &quot;that's my mate and if you keep talking like that you won't get served&quot;. So after he proceeded not to serve me I had to ask a friend to get my drink. I then told my boyfriend who took a picture of the barman intending to complain about him to management. Next thing I know the barman has asked the bouncers to throw us out. Luckily my partner knew the bouncer (who was brilliant at diffusing the situation) otherwise God knows what would have happened. I was made to delete the photos on my phone by the bar man (clearly a guilty conscience and didn't want to be identified). Have been coming here for 10+ years but won't be coming again. Worst customer service in Newquay, if you can't even manage to serve people in a fair and orderly manner then you shouldn't be a barman mate. 
-4	 We came with great excitement to newly opened Jamie's Italian in Tunbridge Wells. We had a guest from Croatia, where Jamie is very popular at present - we were looking forward to showing her a good, solid Italian eatery where the food is the most important ingredient.  The interior of the restaurant is modern and the atmosphere is very industrial and loud, but the tables are of good size and well apart. The wine was good, foccacia bread great.  However, the food was very disappointing. My lamb and mortadella contained mainly huge chunks or mortadella and three tiny pieces of lamb. It came on a bed of onions and parsley - no sauce - virtually inedible. My husband had a hamburger - he extracted several hard bony looking items from it, and the only reason why he did not leave hungry (like myself) is because he had good portion of chips. Our Croatian friend fortunately had pasta dish - which was reasonably good, although not exceptional. We will not be going back, which is a pity as Tunbridge Wells desperately needs new places to eat. However, I truly feel sorry for my guest as her experience of Jamie's Italian was far below anything she expected. I am now in the comfort of my kitchen and looking forward to a lovely cheese sandwich! 
-4	 Called in for lunch on way back from Carlisle meeting.  Took 10 mins before any staff appeared at the bar to take order then a further 40 minutes to produce 2 bland sandwiches. No apology for the delay.  It cost £15.30 for the 2 with coffees. Feeling very short changed and wishing we had chosen somewhere else.   
-4	 We've been trying to contact this place for over a month several times a week and no one ever responds or picks up the phone.  Such a shame as we were hoping to book for a large group of people. 
-4	 Visited here today and have to say for such a nice nice venue standards and service was poor. Got there about 2 pm yesterday for food after visiting London and was a little disappointed with the service. Food was good and well presented until a huge brown hair was found In our sharer dish. No check back was done on out food in the first place and when complaining the waiter did take the food away but was no apologies or and talk as in to what was going to be done about it. So was left in limbo. He came back 7 minutes later and asked if I would like a it done again. 7 mins does not seem long but when your partner is eating and you no food it a long time. Food did come back about 10 mins later again but once again no apology or check back. Staff also to indulged in talking at the bar than doin work or talking to friends. The food however was nice and we'll presented but this was the first time I been here and have to sat it will be the last which is a shame for such a nice place. Sorry to say but you staff service by the male waiter and staff just standing around talking in was a poor show so shall not be returning. 
-4	 Booked a Christmas Meal here. We were absolutely frozen, kept our coats on all night. Asked for more logs on Fire, was told they weren&quot;t allowed to stoke it up. Meal was cold too, served on cold plates. Waitress told us that Last Orders was 9-45!!! Considering we had booked in November, Pre-Booked our food the Evening was a total disaster. NO WE SHALL NOT BE GOING AGAIN 
-4	 I have been to this place before and the wife said give it a second chance for lunch .It was total rubbish and your mad if you go to this place .I can not call it a restaurant because it is not .Starters were a prawn rocket crayfish salad and i had creamy mushrooms.There was two tiny pieces of bread and a big pile of very salty creamy mushrooms .I had to ;leave some as the salt was too much . Main was risotto for the wife with mussels prawns etc and i ordered gnocchi with dolcelatte .The gnocchi was not fresh .Sauce was salty again and the whole thing was sickly .It was not dolcelatte something else but extremely salty. The wife ,her risotto was smelly ,very fishy which means it was not fresh .We had cappuccino in the smallest cups ever Rip off at over £2 a cup .We did not pay for mine .Two starters two coffees and one main ,£30 .Words fail to express how bad this place is .Would rather starve .Must say that the girls serving were great .Saying this place is a rating of one for terrible is been over rated !!!! 
-4	 Deteriorating quality! Eaten here a number of times including our office Christmas party and it's definitely going downhill. They have lost good managerial staff, the menu is now limited and extremely poor and the food itself very average for the price. We did not book on a Thursday but were offered a table in the bar providing we ordered quickly as the restaurant was fully booked and filling fast, We sat down at 19:20 and ordered straight away. Relaxing over a bottle of wine, we were told (with no warning) that our table was required at 20:30. Had we been told this prior to sitting down we would have driven into Alderley Edge for proper service in a decent restaurant. The hostess seemed completely out of her depth as if they were overbooked and it certainly seemed like organised chaos. She not aware that she had completely ruined our evening. Like a previous review, if we could have given a zero we would have. The bar and bar staff are fine (apart from one elderly gentleman being asked if he wanted a glass with his bottle of Becks!) but we would not recommend the restaurant to family, friends or clients of our business. 
-4	 We were recommended to visit the Canteen at Nailsworth as we wanted a simple snack and drinks. This was about 2.40pm, the Canteen closed at 5.00pm. On approach there was a sign come in to drink and eat. There were at least 3-4 tables free in what looked like a reclamation yard? none of the tables had been cleared but we assumed they were busy and thought we'd give it a go. on the menu they had salads and sandwiches. about 10 mins later two members of staff came out to say that they had sold out of all food except for brownies? we assumed they were joking!? especially as I had already seen a huge cake selection. when we questioned it they confirmed that we could only order brownies. I was amazed anyone runs out of all ingredients to their menu 2 and a half hours before closing. especially when the shop is opposite a greengrocers. We really got the impression that the staff had worked as much as they had wanted to that day. The restaurant had made an attempt at being arty to compensate for the poor location but they can not pull it off with filthy tables and poor customer service. We found the staff really quite offensive and we certainly wouldn't go back there. 
-4	 This place has been made famous by channel 4 television, so while i was staying in the Axminster district decided to call in for coffee & light bite. I had barely sat down before someone came over & asked what i wanted I asked for a cappuccino with no chocolate on top, then started to look at the menu that was on the table. There was only drink choices in this menu, so i went to the counter to see want was on offer & went back to the table. The cappuccino came, the waitress put it on the table & i pushed it away saying i ordered one with no chocolate on top. I asked about having a pasty or sausage roll & was told SORRY ONLY SERVING CAKE ALL OF THE PASTRY'S ARE FOR TAKEAWAY ONLY. sO I GOT UP & LEFT. & went next door to Route 66 lovely food there!!!!!! 
-4	Went at lunch time, hardly any choice, tried the Mexican, was all stone cold, pointed it out to the waiter, he was not bothered, the international cuisine was cold pizza, chicken nuggets and chips, wanted something hot for my son so went to the pasta bar and politely asked for bolognaise, so called chef, I e expert at heating food on a gloryfied camping stove shoved a plate at me and said choose your pasta and meat and I will cook, not friendly, not nice, avoid
-4	 I had booked a table at Giggling Squid, Hove for 26 February. I really like Thai Massaman Veggie Curry and, as they only had meat versions on the menu, I asked them if they could make me a veggie one. To my absolute horror, I was then informed by the waitress that none of their vegetable curries (with one exception of a particularly 'hot' one) were suitable for vegetarians and, in any event, the GS chain of restaurants use a shrimp based paste in the majority of their recipes!! Unbelievable!! Nowhere on their menu is this fact clearly stated! There must be lots of vegetarians and shellfish allergy sufferers eating their 'vegetable' dishes without being aware. This is actually very dangerous for those with allergies as a lot of shellfish allergy sufferers choose a vegetable dish, thinking they are opting for a 'safe' option! Also, a lot of vegetarians will assume that a veggie curry is suitable for vegetarians. I believe GS do not make this fact clear as they do not want to alienate vegetarians as they make up such a large customer base. I believe GS are being very underhand in not making the presence of the shellfish paste in the majority of their food clear to customers. The waitress didn't have a clue quite frankly! She also said it didn't matter as it was 'only a very small amount of shellfish paste'??!! I have also read in another review on TA that one customer was told there was even shrimp paste in their corn cakes in the sharing starter platter that GS have described as 'Vegetarian' on their menu. I can't verify that but, from the staff's apparent lack of knowledge, or concern, regarding dietary requirements/allergies, I would not be in the slightest bit surprised!   We had already ordered our drinks but obviously wanted to leave. They made sure they charged us for the drinks and we left the restaurant in disgust! The situation was made even worse (if that's possible) when on leaving the restaurant, I spoke to some other waiting staff on the ground floor, one of whom informed me that I could have requested a vegetarian curry be made especially for me. This advice was in direct contradiction to what the waitress had told me upstairs. In other words, there is no consistent or clear message in regard to this issue from the staff. I can only suggest all vegetarians and shellfish allergy sufferers avoid this restaurant chain as it is better to be safe than sorry. 
-4	 I cannot comment on the food as after ordering our lunch we waited for over 1 hour and despite reminding staff that we were still there we sat watching later arrivals eating and leaving which is upsetting when you are really hungry; so we left. We shall not return. 
